,post,label,Comment_id
369,http en wikipedia org wiki chopinhttp search playlist com tracks frederic 20chopin,noHate,30601410
370,i honestly hate indians muslims really anything with brown black or yellow coloured skin i hate ,hate,30496402
371,yeah it surprised me ,noHate,14418116
372,on another hand being born was also a pretty stupid thing that you did i hope you will try to correct that as well ,noHate,14055216
373,we can all put down our torches go home and suck some jew d ck just like you ,hate,14677826
374,because white peoples build is more suited to rugby stronger upperbody endurance etc ,noHate,13864558
375,if an anti white submits an ignorant or profane post then calling him her a stupid ass lame brain knucklehead is not a racial slur ,noHate,14674599
376,here s a free pdf http wnlibrary com portabel 20docu e 20titans pdf,noHate,30583625
377,please join the discussions first before posting your pictures ,noHate,14056940
378,ive always been told that the hungarians in vojvodina live like nobles with alot of compensation money since the communist regime resigned ,noHate,12847530
379,cool finally got it working just in time to hear someone call in and let the host know that thanks to stormfront the show is being listened to all over the world ,noHate,14420990
380,i live in a predominantly white area and ca nt imagine what that would be like ,noHate,14016744
381,until we have a dedicated cable television station there s always the opportunity to use the free cable access airwaves as per this thread make a cable access tv program ,noHate,14418910
382,just like other wolves will fight and die for each other ,noHate,14674138
383,the last paragraph of this essay talks about sticker techniques ,noHate,14422674
384,i used to post on here a few years back as kruger but for some reason i cant register with that name so here goes with the new one 88 to all i know and to those i will meet,noHate,14030058
385,i think this was one of the first forums i posted in too i do nt think it s a standard by which to judge someone mike,noHate,14112030
386,there is no greater reason to be joyous than that ,noHate,14412313
387,what a cowardly cretin he is ,noHate,30560620
388,yet my daughter still wants to go outside and play with that thing ,hate,30500254
389,why do you feel a need to talk about this publicly ,noHate,14040105
390,naturally it will happen even the biggest white liberal will seek out the white part of town when his neighbourhood becomes culturally enriched ie ,noHate,13948582
391,on his first day of school he is tormented by the evil spirited white children ,noHate,12902289
392,and the only person to stop and check if the old man was alright was what looks like the only white on the station ,relation,13455685
393,have to follow up on this one ,noHate,13284493
394,find other gardeners wild plant enthusiasts and fellow believers in your area who you can band with ,noHate,30555057
395,i blame the school with all it s ethicts and multicult loving teachers i m saving as many pupils i can but i fear that s not enught,noHate,13610403
396,lets be clear about these neolithic farmers ,noHate,30505306
397,i live in new richmond ohio which is almost all white but the kids are brain washed with mtv and try to act like the blacks they watch for hours in rap videos on mtv ,noHate,14095095
398,without explicitly lying you could claim other europid or two or more nordid atlantid dinarid and so on races ,noHate,30734502
399,me too but here in the usa ,noHate,14033097
400,at the water s edge fish with fingers whales with legs and how life came ashore but then went back to sea carl zimmer streets of laredo larry mcmurtry,noHate,30383039
401,this looks like a nice little town on paper ,noHate,14406515
402,i have seamonkey open right now i ve had it on my computer for about a week now but i just ca nt get used to using it ,noHate,30439846
403,meh ,noHate,13843751
404,i would say not ,noHate,13856421
405,i have found a website for the teacher s tv channel ,noHate,30416083
406,n,noHate,30389900
407,youtube euclid square mall 2007 dead mall can anyone report in from euclid ohio ,noHate,13148088
408,i checked other i saw the vh1 documentary music of hate and heard nordic thunder in the backround i thought it sounded cool and downloaded some of their songs and in the info on it was the national alliance website and david duke s euro i dived into the movement head first and eventually found creativity,noHate,14438883
409,this thread makes me both sad and angry ,noHate,13479258
410,i agree with your post except if its a white they will say so ,noHate,14673330
411,http www physics uoguelph ca tutor trigonom html tutorial from university of guelph physics department ,noHate,30439860
412,multiculturism is a trojan horse multiculturalism is a fraud and a sham that is ripping western nations social fabric to shreds ,noHate,13643461
413,youtube blacks attack white man on subway youtube white girl beaten on a bus by blacks youtube black gang attack tottenham high road n1 ,noHate,13460091
414,i wonder why the jewish media always pretends that all the blood thirsty third world savages are victims and it is all whitey s fault ,hate,30625900
415,white men who watch professional sports can try and put a spin on it like they re the roman elite watching all the slaves fight in the colosseum but the fact of the matter is they re just contributing to negro worship ,noHate,30542077
